text,category
"Subject: hpl meter # 986563 texaco fee c / p
daren :
during the period of 12 / 1 / 99 through 3 / 31 / 00 gas flowed into hpl ' s pipeline
at the above meter . the gas volumes that flowed are as follows :
12 / 1 / 99 - 12 / 31 / 99 1 , 457 mmbtus
01 / 1 / 00 - 01 / 31 / 00 49 mmbtus
02 / 1 / 00 - 02 / 29 / 00 7 mmbtus
03 / 1 / 00 - 03 / 31 / 00 4 mmbtus
1 , 517 mmbtus
prior to 12 / 1 / 99 , the volumes were being purchased from high sierra operating
llc under contract # 96003435 deal # 26611 which have terminated . currently ,
logistics has these volumes recorded to hpl stranger gas contract . in order
to correct this , hpl logistics needs either a new deal to record these
volumes which have flowed into hpl ' s pipeline , or logistics needs approval to
write - off these volumes to unaccounted for gas loss . ( please print , sign ,
and return the original to clem cernosek ) .
deal / deal ticket # / customer ( buyer / seller )
or
approval to write - off the volumes to unaccounted for gas loss
thanks , clem",safe
"Subject: my site links to your site now
hello my name is anthony lewis . i am seeking out possible link partners that our
visitors would be interesting in visiting . i ' ve found your website to be a very good fit
for our visitors . i have already gone ahead and added your link to our website at :
i am contacting you to see if it is ok to have done so . also , i would like to ask if
you mind linking back to us ? if so , please use the linking details below and send
me the location of our link on your website .
here is our linking details :
title : acai superfood of the amazon
description : learn how you can build a free to join network and never be penalized on volume .
url : http : / / www . big - money - busniess . com
we ' ve got several pr 6 and 7 websites , so we expect this site to become atleast a
pr 5 within 1 month and will eventually become a 6 or 7 in 2 - 3 months .
i hope this can be a way for us to benefit our visitors with excellent content . hope
to hear from you soon .
anthony lewis
www . big - money - busniess . com
",scam
"Subject: today is a day to remember
congradulations ,
out of tens of thousands you are lucky enough to recieve interest rates starting at 2 . 95 %
regardless of your past credit history . this is the break that you have been looking for and we are here
to help you save hundreds every month . in order to lock in your record low rates we ask you
to please fill out our 30 second form that is completly
free of charge . http : / / www . crrefi . net / ? id = t 52
sincerly ,
michael smith ceo lowrate lenders corp .
sophocles vibrate swami mountainside
dietrich sermon munich mae
",scam
"Subject: fixed price swap profile
[ [ enron 42 . xls : 2599 in enron 42 . xls ] ]
darren , thanks for your patience . call me when you have the time to go over
this .
patricia anderson
512 - 370 - 8280
- enron 42 . xls",safe
"Subject: want a new playstation 2 ?
",scam
"Subject: re : copano p / l 01 / 00 - s 93481
cynthia / daren :
kim vaughn has taken over all of kathy ' s meters . i will look at this issue
with kim since she is "" new "" .
fred
from : cynthia hakemack 01 / 08 / 2001 04 : 00 pm
to : fred boas / hou / ect @ ect
cc : charles howard / na / enron @ enron , charlene richmond / hou / ect @ ect
subject : re : copano p / l 01 / 00 - s 93481
fred , can you help with this since kathy isn ' t here anymore ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by cynthia hakemack / hou / ect on 01 / 08 / 2001
03 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
01 / 08 / 2001 03 : 54 pm
to : cynthia hakemack / hou / ect @ ect
cc :
subject : re : copano p / l 01 / 00 - s 93481
this is a call out meter . i think the best person to help you would be kathy
benedict in volume management .
d
from : cynthia hakemack 01 / 08 / 2001 03 : 43 pm
to : daren j farmer / hou / ect @ ect
cc : charles howard / na / enron @ enron , charlene richmond / hou / ect @ ect
subject : copano p / l 01 / 00 - s 93481
daren , i ' m looking at s 93481 for 01 / 00 . 3 , 461 mmbtu was scheduled to copano
p / l in 02 / 00 and the counterparty was paid . in 05 / 00 the volumes were
reversed from this deal . would you be able to tell why they were reversed ?
i ' m trying to determine if this is a valid recoverable item . thanks .",safe
"Subject: super cheap rates on best sexual health drug !
the power and effects of cialis stay in your body 9 times longer than vlagra !
save up to 60 % - order generic cialis today !
now they ' re chewable . like soft candy !
excalibu snuffybeautifu roy taffy daddy birdturbo abby cookies volley property laddie
october spain tigre
memory qwertyl 2 vermont ladybug ssssss
daddy rusty rock
sundance mortimerscooby jamaica mantra
polo chaoskhan alison larry oranges wanker roy
",scam
"Subject: get your hand clock repliacs todday carson
the new craze is finnally here - one of the bast
sites that can give you the things you ' ve allways
wanted to get - watchees , repliccas to be correct ,
of the bast brand s in the world ! impress you ' re lady
with tag heur , roleex , and more . you naame it - we
got it for you !
mmmmm show me more : - )
http : / / abeyant . mor . net / r / erika / coast . htm
t everybody wants to rule the world tears for fears head over heels tears for fears shout tears for fears drops of jupiter train .
joos expressed admiration for cyriel verschaeve a belgian poet who was convicted as a nazi collaborator for recruiting young men for the eastern front during the second world war .
this was a bold decision by the estonian government quot enthuses jaap ora the political consul at the estonian embassy in london telegraph co uk uk - .
okay im in the boarding house now ? finally i get the internet okayokay i feel better now that ive blogged wow ?
general release and severance agreement - ads alliance data systems inc alliance data systems corp and edward k mims .
message sup fellas dude montreat was kickin you guys are awesome keep up the good work maybe next year andrew can sing in the guys section not the altos well best of luck love yall write back peace .
my eyes hurt did absolutely nothing today except unpack and bum its right that time goes slower when you arent busy i hope i ll be super busy for the next sixty six days .
here s your damn comment amelier forgetful me not updating this thing for weeks and then forgetting poor acky s comment hasn t she suffered enough ?
guy decoux what ptk dial widget where from the contact description a perl tk composite dial widget updated contact .
- a pro - christian liberty pro - confederate site covering material written by writers that seek to advance the christian confederate cause in a true honourable educational manner .
message i just want to say that that was a friend of mine from montreat and not the jennifer that goes to our church just so you all know .
reuters the electronic information and media company is preparing to supply news and information to retail consumers on mobile phones ipods and other new technology platforms .
this talk will describe subversion demonstrate its operation detail how to set up a server and compare and contrast it against cvs .
alberto biancardi what pack widget with no shrink option where from the contact description code to add a noshrink option to pack so that each button can be the same size updated contact .
dare yolanda amp family nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp tacoma .
it s great to just hear you talk while preparing for crap quot you can t drink anything without season salt quot .
lala yay i finally started on my homework after dunno how many years haha hm yesterday was my brother s birthday and on thursday it s my mother s ! haha that means i get to eat another cake ! haha .
",scam
"Subject: txu noms . for 10 / 3 / 2000
attached are the txu nomination for tuesday , oct . 3 , 2000 .
( see attached file : hpll 003 . xls )
- hpll 003 . xls",safe
"Subject: re : nom / actual flow for april 4 th
we agree
"" eileen ponton "" on 04 / 05 / 2001 11 : 00 : 46 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / actual flow for april 4 th
nom mcf mmbtu
20 , 000 19 , 909 20 , 447
btu = 1 . 027",safe
"Subject: re : personal information needs to be updated
once this is fixed in sap i will be able to change it in pep . the data
integrity team is being really strict on the name field . it has to be
changed in sap before i am allowed to change it in pep . please let me know
when this has been done and i will make the change asap .
enron capital & trade resources corp .
from : hector mcloughlin @ enron 11 / 07 / 2000 02 : 24 pm
to : susan wimberley / hou / ect @ ect
cc : dfarmer @ enron . com
subject : re : personal information needs to be updated
is it possible that his first name show as "" j darren "" ? daren is his middle
name and the name that everyone addresses him by .
we would also be glad to submit the change in sap if the system will accept j
darren as the first name .
please advise .
thanks for your help , hgm
susan wimberley @ ect
11 / 07 / 2000 02 : 12 pm
to : hector mcloughlin / corp / enron @ enron
cc : dfarmer @ enron . com @ enron
subject : re : personal information needs to be updated
please note that the name in pep has to mirror what is in the source system .
currently there is not a field in pep for nicknames .
enron capital & trade resources corp .
from : hector mcloughlin @ enron 11 / 07 / 2000 01 : 48 pm
to : dfarmer @ enron . com , susan wimberley / hou / ect @ ect
cc :
subject : re : personal information needs to be updated
susan ,
would you please take care of mr . farmer ' s request ? i am not able to change
names .
thanks for your help , hgm
dfarmer @ enron . com on 11 / 07 / 2000 01 : 15 : 08 pm
to : hector . mcloughlin @ enron . com
cc :
subject : personal information needs to be updated
this message is from farmer , jerry d :
my name should be changed from farmer , jerry d to farmer , j daren",safe
"Subject: cokinos / tri - c april elections
melissa / darren
global contract # 96045720
cokinos / tri - c has elected to price their production for the month of april 2001 as follows :
4 , 000 / d , 97 % if / hsc
all production in excess of 4 , 000 / d priced 97 % gas daily
thank you ,
michael",safe
"Subject: hi paliourg get all pills . everything for you . franchise iigdp whichever
hi paliourg ,
our online shop is your source for locating many prescription drugs without a prior prescription in compliance with fda regulations .
valium 10 mg - [ 60 pills $ 279 . 99 ] [ 90 pills $ 329 . 99 ] [ 120 pills $ 369 . 99 ]
xanax 1 mg - [ 30 pills $ 169 . 00 ] [ 60 pills $ 229 . 00 ] [ 90 pills $ 269 . 00 ] [ 120 pills $ 309 . 99 ]
vicodin ( hydrocodone / apapl 0 mg / 500 mg ) - [ 30 pills $ 159 . 99 ] [ 60 pills $ 249 . 99 ] [ 90 pills $ 319 . 99 ] [ 90 pills $ 289 . 99 ] [ 60 pills $ 289 . 99 ]
viagra 50 mg [ 20 pills $ 99 . 99 ] [ 40 pills $ 149 . 99 ] [ 120 pills $ 269 . 99 ] [ 200 pills $ 349 . 99 ]
viagra 100 mg [ 20 pills $ 119 . 99 ] [ 40 pills $ 179 . 99 ] [ 120 pills $ 349 . 99 ] [ 200 pills $ 449 . 99 ]
carisoprodol ( soma ) [ 60 pills $ 79 . 99 ] [ 90 pills $ 99 . 99 ]
phentermine 15 mg [ 60 pills $ 139 . 00 ] [ 180 pills $ 249 . 00 ]
adipex 37 . 5 mg [ 30 pills $ 149 . 00 ] [ 90 pills $ 299 . 00 ] [ 60 pills $ 229 . 00 ]
tramadol 50 mg [ 30 pills $ 89 . 00 ] [ 90 pills $ 149 . 00 ] [ 60 pills $ 129 . 00 ]
ambien 5 mg [ 30 pills $ 149 . 00 ] [ 60 pills $ 249 . 00 ]
butalbital apap w / caffeine ( fioricet ) [ 30 pills - $ 99 . 00 ] [ 60 pills - $ 159 . 00 ] [ 90 pills - $ 189 . 00 ]
also available :
men ' s health : super viagra ( cialis ) , viagra
weight loss : adipex , ionamin , meridia , phentermine , tenuate , xenical
muscle relaxants : cyclobenzaprine , flexeril , soma , skelaxin , zanaflex
pain relief : celebrex , esgic plus , flextra , tramadol , fioricet , ultram , ativan , vicodin , vioxx , zebutal
men ' s health : cialis , levitra , propecia , viagra
women ' s health : diflucan , ortho evra patch , ortho tri cyclen , triphasil , vaniqa
sexual health : acyclovir , famvir , levitra , valtrex , viagra
anti - depressants : bupropion hcl , wellbutrin sr , valium , xanax , prozac , paxil
anxiety : buspar
quit smoking : zyban
no complicated formalities of any kind .
all we can give , all you can get . now . global delivery available
please copy and paste this link into your browser healthyexchange . biz
best regards ,
wilbert hollingsworth
",scam
"Subject: clickathome order verification
the clickathome database shows that you have placed an order with dell computer with an order number of 641806518 . please read below for instructions :
1 . if this is correct , enjoy your computer !
you can check your order status by clicking here :
* * for questions about your order / changes / problems ,
call 1 - 866 - 220 - 3355 * *
2 . if you did not place an order with dell for the clickathome program ,
please email enron @ avenueb 2 e . com or call 713 - 895 - 9001 to report
the incorrect order on your behalf .
thank you !
clickathome team !",safe
"Subject: do you care ?
use went brought just next out noon . before , at lead are ,
position . paragraph one thought , girl far . see , set quick large
number cause start . are , meet , how note . line letter divide him ,
kept us , cry . kept circle part . eye off noun . took syllable ,
minute .
- -
phone : 126 - 843 - 2347
mobile : 713 - 640 - 2138
email : meridethtrafford @ comcast . net
",scam
"Subject: tenaska iv transport 10 / 00
have you been able to work out these transport pricing differences for oct .
2000 ? we have only been able to pay $ 4 , 000 . 00 of the $ 28 , 000 . 00 invoice .
the pricing for nov . 2000 ( deal 452491 ) has problems too . we have $ 0 . 01 for
11 / 3 at meter 20014804 and txu is billing us $ 0 . 10 at meter 25000200 and
$ 0 . 02 at meter 20014903 for the entire month .
i have also noticed that we are not accruing any transport for dec 2000
forward . we have received the dec . 2000 invoice from txu , but we do not have
a deal to pay them . we should be getting jan . 2001 next week . is there a
deal for these months ?
megan
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 02 / 26 / 2001
12 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 01 / 05 / 2001 04 : 12 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : tenaska iv transport 10 / 00
i took a look at the transport for txu lone star for tenaska iv for 10 / 00 .
we mostly have price differences , but one deal needs some days added . let me
know if you need copies of the invoices . the meters below are delivery
meters . i wasn ' t sure what the receipt meters would be .
deal 452491 , meter 20014903 need to add days 24 - 26 and 28 - 31
need to check rate - we show $ 0 . 01 and we were billed $ 0 . 02
deal 452491 , meter 25000200 need to check rate - we show $ 0 . 02 and we were
billed $ 0 . 10
deal 452475 , meter 25000200 need to check rate - we show prices from $ 0 . 005
to $ 0 . 02
and we were billed $ 0 . 11
thanks ,
megan",safe
"Subject: stop paying for your pay per view channels , fri , 30 apr 2004 16 : 50 : 29 + 0500
fri , 30 apr 2004 07 : 54 : 29 - 0400
attn : digital cable - tv customers
cable - channel - filters permits you to get passed cable billing and allow you to watch - unlimited cable - movies and premium channels .
get digital cable - tv
_ http : / / www . google . com . livewyred . com ? refid = 10010000873445724 & action = 10 & eid = fri
no your type
",scam
"Subject: re : june 2001 blue dolphin
darren ,
thank you for such a prompt response . when looking in the volume management , i saw volume scheduled in ena and ena upstream . i actualized in ena and i heard that blue dolphin will go to upstream starting july production month . could you confirm which entity for the month of june ?
thanks !
antoinette
- - - - - original message - - - - -
from : farmer , daren j .
sent : monday , july 30 , 2001 3 : 20 pm
to : beale , antoinette
subject : fw : june 2001 blue dolphin
antoinette ,
i spoke with nelson ferries today . we are responsible for the transport fees on blue dolphin for june . i have pathed the volumes in unify . please look into this and let me know if you have any questions . additionally , i input the purchase and sale deals that were not in the system . can you please inform the appropriate person in settlements to handle those deals ?
thanks .
d
- - - - - original message - - - - -
from : smith , george f .
sent : friday , july 27 , 2001 2 : 15 pm
to : farmer , daren j .
subject : fw : june 2001 blue dolphin
darren , you may want to give antoinette a call >
- - - - - original message - - - - -
from : beale , antoinette
sent : friday , july 27 , 2001 2 : 04 pm
to : smith , george f .
cc : beale , antoinette
subject : june 2001 blue dolphin
george ,
i just wanted to touch base with you on the status of june 2001 blue dolphin . you stated on tuesday that enron was not responsible for june . could you update me on any information you have acquired ?
thanks !
antoinette",safe
"Subject: re : hungry mhetor cheating on spouse
i ' ve heard a lot about youlaagan
i must have women - - there is nothing unbends the mind like them . all fair in love and war . much violence is based on the illusion that life is a property to be defended and not to be shared . life is not a problem to be solved , but a reality to be experienced .
our thoughts take the wildest flight : even at the moment when they should arrange themselves in thoughtful order . kids use to ask where they came from , now they tell you where to go
i don ' t want to do business with those who don ' t make a profit , because they can ' t give the best service .
the liberals can understand everything but people who don ' t understand them .
a lie can run around the world six times while the truth is still trying to put on its pants . beware of no man more than of yourself we carry our worst enemies within us .
death , so called , is a thing which makes men weep , and yet a third of life is passed in sleep .
rest not . life is sweeping by go and dare before you die . something mighty and sublime , leave behind to conquer time .
listen ! encourage . say something . do something . be yourself . lovea man who gives his children habits of industry provides for them better than by giving them a fortune .
getting divorced just because you don ' t love a man is almost as silly as getting married just because you do . force without forecast is to little avail .
the problems of this world are only truly solved in two ways : by extinction or duplication .
our ultimate freedom is the right and power to decide how anybody or anything outside ourselves will affect us .
",scam
"Subject: re : allocation exceptions
daren or stacey : could you please extend deal # 169625 for meter 1520 for
feb . 2000 ?
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 11 / 2000 09 : 46
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
anita luong
03 / 10 / 2000 05 : 23 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : re : allocation exceptions
meter 5191 track id is 89328 .
meter 1520 need to extend or deal or add new deal .
aimee lannou 03 / 10 / 2000 02 : 57 pm
to : anita luong / hou / ect @ ect
cc :
subject : allocation exceptions
anita - i need some accounting arrangements created for two meters .
meter contract receipt / delivery counterparty deal # last month allocated
5191 gathering receipt tri - union development 100896
corp . 138661 jan 00
1520 hpl 215 delivery engage 169625 jan 00
if youneed more information , please let e know .
- aimee",safe
"Subject: 6 / 4 / 99 and 6 / 9 / 99 ( 98 - 0439 ) enerfin tetco
daren ,
on the above mentioned dates , there was no nomination at the enerfin meter .
6 / 3 / 99 and 6 / 8 / 99 revealed activity for ena ( 202 k ) . can the deal be extended
for 6 / 4 ( 548 dec . ) and 6 / 9 ( 40 dec . ) to cover this flow so that volume
management can create an accounting arrangement for these two days ?
thanks
- jackie -
3 - 9497",safe
"Subject: market movers and shakers
mnei - the best sma | | cap stock in 20 o 5 just keep reading the profile
and the news of this company and you will see for yourself
this stock is undiscovered stock gem - just starting to trade
millennium national events , inc . - symbo | : mnei
mi | | enniums current roster of event sponsors inciudes such names as : wm
wrigiey , american express , office depot , verizon , itaiian rose , twa ,
power sports , pizza hut , coca - cola , samuel adams , clear channe |
communications , viacom , infinity broadcasting , budweiser , cox broadcasting , nbc
local affiliates , brown foreman ( jack daniels ) , southern wine
spirits , viking ovens and bergwater vineyards .
and just read the friday news . . . read the entire news beiow
news . . mi | | ennium nationa | events enters negotiations to acquire
match point , inc . owner of the mi | | ennium international tennis tournament
yes you read it right - this is serious company with some serious
business
symbol : mnei
current price : $ o . 47
1 - 2 weeks specuiative targer price : sky is the limit on this stock $ 2 - 3
is really possibe ( if you | ook at level 2 you wil | see why )
millennium nationa | events , inc . ( mnei ) is an event company that is
currently transforming the worid of specia | events and corporate
sponsorship . the company is a fully integrated event promoter which owns ,
partiaily or entirely , and / or operates a diversified network of events and
event promoters in the states of fiorida , new york , indiana , coiorado ,
caiifornia and washington dc .
through its diverse segments , millennium ' s footprint is expanding in
live entertainment , including sports and music . while mi | | ennium nationa |
events owns and is constantly acquiring existing events , our upcoming
caiendar inciudes events with img , ciear channel , sfx , the atp , nfl ,
pga , lpga , and nascar .
symbo | : mnei
current price : $ 0 . 47
1 - 2 weeks speculative targer price : sky is the limit on this stock $ 2 - 3
is rea | | y possibe ( if you look at leve | 2 you will see why )
news
delray beach , fla . , jan 21 / prnewswire - firstcail / - - mi | | ennium
national events ( 0 tc pink sheets : mnei ) today announced that it has entered
into negotiations to acquire al | or part of a working interest in match
point , inc . , the owner of the atp sanctioned event known as the
miilennium internationa | tennis tournament .
miliennium earlier became the titie sponsor of the match point , inc .
event and has now furthered its interest in the company by entering into
acquisition negotiations .
both local deiray beach - based companies couid integrate the two
entities . basicaliy we ' re both from the same industry , and together i beiieve
we could be bigger and accompiish more than as stand - aione companies ,
said robert mca | | ister , ceo president of miilennium nationa | events .
mark baron , president of match point , inc . , says of the negotiations ,
we are considering millennium ' s offers and beiieve that there could be
a possibie f i t here for our company and our share holders .
mcaliister aiso feels the purchase of match point is a good move for
both millennium shareholders and match point . this acquisition is
consistent with our overail business plan . it has aiways been our intent to
target and acquire successful , high - profiie events and their promoters ;
we ' ve had our eye on match point for almost one year now . consolidation
is the key , not only to our bottom line , but aiso to the success of
each individual event .
exact terms have been not yet been announced , but millennium sees the
match point acquisition uitimateiy being able to bring net revenues to
mnei ' s bottom | ine .
mnei sees both the internationa | television audience and the ability to
attract a fortune 50 o as a potential source of even greater , and as of
yet , untapped revenue . mcallister expects the deal to be consummated in
this quarter .
the atp tournament is being held jan . 31 - feb . 6 at the delray beach
tennis center . the draw for the 13 th annual miliennium itc includes top
americans vince spadea , currently no . 19 in the worid , two - time itc
csafepion jan - michae | gambil | and james blake . aiso entered in the
tournament are jiri novak ( czech repubiic ) , currently at no . 25 , two - time
millennium itc finaiist xavier maiisse ( beigium ) and defending csafepion
ricardo mello ( brazi | ) . the tournament still holds two wiidcards that can
be offered to other top piayers in the weeks leading up to the event .
read this | ega | info
information within this emai | contains forward looking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , goais ,
expectations , beiiefs , plans , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
forward | ooking statements . forward looking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which could cause
actual resuits or events to differ materially from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as : projects , foresee , expects ,
estimates , believes , understands will , part of : anticipates , or that
by statements indicating certain actions may , could , or might
occur . al | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity alert advises al | readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this email .
none of the materia | within this report shal | be construed as any kind of
investment advice . please have in mind that the interpretation of the
witer of this newsietter about the news pubiished by the company does
not represent the company official statement and in fact may differ from
the real meaning of what the news release meant to say . look the news
reiease by yourseif and judge by yourself about the details in it . p
in compliance with section 17 ( b ) , we disciose the hoiding of mnei
shares prior to the publication of this report . be aware of an inherent
confiict of interest resuiting from such hoidings due to our intent to
profit from the liquidation of these shares . shares may be soid at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent conflict of interest in
our statements and opinions . readers of this pubiication are cautioned
not to piace undue reiiance on forward - | ooking statements , which are
based on certain assumptions and expectations invoiving various risks and
uncertainties , that could cause results to differ materiaily from those
set forth in the forward - looking statements .
piease be advised that nothing within this email sha | | constitute a
soiicitation or an invitation to get position in or seil any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiiiated with any broker or deaier . this newsietter was paid
$ 526 oo from third party to send this report . ail statements made are our
express opinion oniy and should be treated as such . we may own , take
position and sel | any securities mentioned at any time . this report
inciudes forward - | ooking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may inciude terms
as expect , believe , may , will , move , undervalued and
intend or simiiar terms .
if you wish to stop future mailings , or if you feel you have been
wrongfu | | y piaced in our | i s t , please gohere
( - stoxo 005 @ yahoo . com - )
",scam
"Subject: fw : dripping wmeon plcs
hello , hello , who ' s your lady friend ?
do - nv - da - go - hv - i
",scam
"Subject: overweight ? want a change ?
body bgcolor = 8080 ff link = 800000 vlink = 800000 alink = 800000 center
table cellpadding = 5 trtdtable cellpadding = 2 trtd bgcolor = # aoa 0 fftable
cellpadding = 2 trtd
bgcolor = # coc 0 fftable cellpadding = 2 trtd bgcolor = # fof 0 ffa href = http : / / www . pfbbskdfe . info / 92 / img
/ tdtd width = 20 td align = center bgcolor = aoa 0 fffont size = 5 face = arial color = 0000 ffa
href = http : / / www . pfbbskdfe . info / 92 / font color = black
bis this something you avoid ? / b / font / abryou don ' t have to . . . brbrsee what you can do
about it . brfont size = 3 learn about the new appetite reduction drug meridia a
brbrbrbrbrbrbrbr
mortimer cuddlesexcalibu tootsie pacers trident cherryswimming fiona warriors cardinal smiths theking
flight lloyd julia
skidoo goatcardinal tanya jazz
gocougs nirvanal misha
qwertyl 2 researchvicky ruth young
cannonda tacobellliverpoo aliens minou angels hornet charity
",scam
"Subject: hpl nom for dec . 15 , 2000
( see attached file : hplnl 215 . xls )
- hplnl 215 . xls",safe
"Subject: re : valero rfp issued june 1 , 2001
daren ,
thank you for the proposal , i look forward to discussing this further with
you over the next week .
dave
"" farmer , daren
j . "" to :
subject : valero rfp issued june 1 , 2001
06 / 29 / 2001 04 : 29
pm
david ,
in response to the rfp you issued on june 1 , 2000 for electric power and
natural gas supplies , enron would like to present the following offers
for your gas supply in texas :
for deliveries to the corpus plant :
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
less $ . 04 for a term of one year .
or
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
less $ . 035 for a term of two years .
for deliveries to the houston plant :
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
less $ . 005 for a term of one year .
or
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
flat for a term of two years .
for deliveries to the clear lake plant :
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
less $ . 005 for a term of one year .
or
10 , 000 mmbtu per day , priced at inside ferc houston ship channel
flat for a term of two years .
under this offer , enron reserves the right to serve the plants from any
of the pipelines listed under appendix d : table 2 of your rfp ( hpl ,
epgtt , kinder morgan ) . i appreciate your review of this offer . please
contact me at 713 - 853 - 6905 with any questions or comments .
thank you
daren farmer
enron north america
ph : 713 - 853 - 6905
fax : 713 - 646 - 2391
e - mail : dfarmer @ enron . com",safe
"Subject: revised spreadsheet
new additions .",safe
